ID,Profit99,Online99,Age99,Inc99,Tenure99
19471,622,0,4,3,7.58
19472,-49,0,5,8,26.08
19473,-204,0,5,7,10.25
19474,-25,0,4,4,4.25
19475,-39,0,3,6,8.75
19476,-99,0,4,6,27.25
19477,-97,0,4,6,13.75
19478,177,0,3,1,5.5
19479,293,1,2,5,7.5
19480,-71,0,2,6,2.5
19481,3,0,2,2,1.83
19482,-31,0,7,3,2.66
19483,-90,0,4,6,19.66
19484,42,0,2,1,6.33
19485,-44,0,2,1,3.41
19486,165,0,3,6,21.83
19487,-26,0,2,7,7.91
19488,759,1,7,3,13.16
19489,-14,0,4,8,14.08
19490,38,0,5,8,6
19491,117,0,4,7,1.75
19492,-42,0,3,9,10.33
19493,35,1,5,5,3.75
19494,-34,0,4,7,5.91
19495,80,0,7,9,33.08
19496,474,1,4,6,22.58
19497,130,0,1,5,6.5
19498,447,0,3,7,4.75
19499,-28,0,5,5,2.91
19500,161,0,4,6,7.83
19501,-158,0,7,3,15.41
19502,-82,0,3,4,15.83
19503,39,0,5,8,5.75
19504,42,0,5,1,8.75
19505,-107,0,4,6,17.5
19506,-21,0,1,1,6.08
19507,277,0,4,7,2.08
19508,71,0,3,7,2.5
19509,-38,0,7,1,2.66
19510,-16,0,4,2,6.5
19511,162,1,5,8,32.41
19512,-79,1,3,8,7.91
19513,-70,0,5,6,16.5
19514,13,0,2,3,1.33
19515,218,0,3,5,11.08
19516,154,1,3,7,0.41
19517,223,0,6,9,17.08
19518,-4,0,3,4,3
19519,124,0,6,6,5
19520,-110,1,2,3,3.83
19521,113,0,2,4,9
19522,-33,0,1,3,2.41
19523,1229,0,2,6,6.41
19524,544,0,3,7,6.58
19525,198,0,6,8,22
19526,-48,0,5,9,3.5
19527,-114,0,3,5,2.91
19528,352,0,7,9,26.66
19529,-27,0,2,3,0.33
19530,-33,0,3,4,10.66
19531,175,0,5,5,24.91
19532,491,0,5,8,30.08
19533,-17,0,4,6,2.58
19534,4,0,7,1,29.5
19535,-68,0,3,3,6.16
19536,88,0,2,1,6.16
19537,517,1,4,6,16.58
19538,-21,0,2,6,6.33
19539,4,0,2,5,10.5
19540,325,0,5,7,6.91
19541,-90,0,6,5,8.08
19542,444,0,3,6,11.75
19543,11,0,3,6,16.41
19544,-12,0,5,6,7.08
19545,40,0,3,6,20.58
19546,1123,1,3,9,1.5
19547,-3,0,3,8,3.16
19548,52,0,7,9,4.58
19549,-7,0,6,6,15.16
19550,39,0,6,3,27.41
19551,-80,0,4,7,6.66
19552,-35,0,4,4,24
19553,-68,0,6,1,0.91
19554,-62,1,3,7,8.66
19555,170,0,2,7,1.25
19556,85,0,5,9,23.08
19557,-33,0,1,1,2.33
19558,222,0,2,6,10.16
19559,0,0,2,3,3.75
19560,54,0,4,4,23.5
19561,233,0,4,6,12.25
19562,603,0,4,9,7.33
19563,96,0,3,9,6.58
19564,-72,0,3,6,5.58
19565,-9,1,2,6,3.5
19566,-38,0,2,1,4.5
19567,-31,0,7,4,14.08
19568,116,0,2,8,3.33
19569,-38,0,3,1,1.25
19570,218,0,3,4,14.5
19571,-1,0,2,5,0.5
19572,972,0,7,9,15
19573,203,0,5,9,7.41
19574,-67,0,7,6,19.91
19575,-88,0,3,4,11
19576,-101,0,7,8,23.58
19577,130,0,4,9,4.41
19578,11,0,7,1,18.91
19579,-20,0,4,8,13.58
19580,-160,0,4,7,6.41
19581,-3,0,5,6,10.91
19582,307,0,5,5,25.08
19583,279,1,4,6,14.33
19584,174,0,7,3,10.75
19585,-2,0,4,5,6.5
19586,-68,0,2,6,9.66
19587,-25,0,5,6,5.91
19588,595,0,4,4,11.5
19589,-49,0,3,8,10
19590,426,1,5,6,18
19591,589,0,4,9,21.75
19592,121,0,3,7,9
19593,-132,0,4,7,3.83
19594,173,0,6,5,16.25
19595,106,0,4,5,16.41
19596,81,0,6,6,17.66
19597,-62,0,6,1,1.16
19598,398,1,7,6,14.5
19599,-34,0,5,9,29
19600,-40,1,4,1,8.41
19601,-88,0,2,7,2.5
19602,638,0,4,3,7.33
19603,-101,0,4,7,9.91
19604,9,0,2,9,3.5
19605,278,1,5,9,20.91
19606,10,0,7,1,15.91
19607,239,0,5,6,14.83
19608,101,1,5,5,13.16
19609,22,0,4,5,29.25
19610,355,0,7,6,12.16
19611,357,0,3,6,5.58
19612,239,0,3,8,7.83
19613,83,0,2,9,9.75
19614,-1,0,2,3,9.5
19615,64,0,5,6,36.08
19616,82,0,4,5,14.5
19617,77,0,2,6,5.16
19618,-131,0,4,7,9.16
19619,314,0,7,4,16.58
19620,23,0,6,6,24.5
19621,-49,0,5,6,2.91
19622,-29,0,2,1,0.5
19623,-36,1,4,1,12.41
19624,-75,0,4,6,3.83
19625,522,0,4,8,6.75
19626,44,0,4,4,6.33
19627,-129,0,2,3,5.5
19628,1536,0,4,6,17.33
19629,-35,0,2,5,5.83
19630,-37,0,2,3,7.08
19631,103,0,3,7,11.75
19632,186,0,3,5,12.41
19633,88,1,4,5,6.5
19634,163,0,6,8,30.75
19635,-73,0,4,6,8.33
19636,-71,0,3,6,8
19637,-30,0,5,4,14.41
19638,-26,0,7,3,14.91
19639,39,0,3,8,11.25
19640,-55,0,4,4,3.91
19641,1614,0,5,7,13
19642,100,0,5,8,15.75
19643,-87,0,3,4,22.08
19644,122,0,7,6,14.83
19645,-3,0,3,5,3.08
19646,-64,0,3,5,2.5
19647,123,0,5,7,12.91
19648,-40,0,7,7,23.33
19649,62,0,3,6,9.16
19650,396,0,2,1,2.08
19651,-122,0,3,3,7.58
19652,-40,0,4,7,11.16
19653,0,0,4,5,7.16
19654,-77,1,7,1,6.16
19655,15,0,6,1,15.25
19656,-69,0,2,8,3.66
19657,-53,0,2,7,2.5
19658,-201,0,4,9,2.08
19659,-24,0,2,6,3.58
19660,-37,0,4,7,3
19661,707,0,4,1,23.5
19662,75,0,3,6,13.25
19663,190,0,3,7,8.66
19664,-184,0,4,6,22.08
19665,-34,1,1,1,8.5
19666,71,1,2,9,5.25
19667,308,0,4,6,6.5
19668,-42,0,3,3,8.25
19669,12,0,3,1,2.66
19670,-67,0,6,8,29
19671,-21,0,2,6,3.5
19672,296,0,3,9,11.33
19673,-60,0,3,4,4.83
19674,157,0,2,8,8.33
19675,102,0,2,9,5.33
19676,176,0,2,8,6.91
19677,22,0,3,5,10.41
19678,-52,0,2,2,1
19679,8,0,2,3,3.08
19680,-35,0,4,1,3.91
19681,-57,0,5,4,29.08
19682,8,1,2,9,7.41
19683,-4,0,4,6,24.08
19684,687,0,2,5,10.75
19685,-92,0,5,5,2.66
19686,25,1,4,7,1.91
19687,-30,0,3,7,7.25
19688,63,0,5,6,6.25
19689,-20,0,7,2,5.16
19690,172,0,5,7,20.5
19691,65,0,6,6,2.25
19692,-116,0,7,8,3.41
19693,-160,0,7,3,20.16
19694,11,0,4,6,14.66
19695,-33,1,2,3,7.33
19696,40,1,2,7,11
19697,-25,0,3,8,1.16
19698,110,0,3,6,3.58
19699,198,0,2,2,4.75
19700,700,0,4,9,6.83
19701,-130,1,1,1,3.58
19702,-29,0,1,6,2.25
19703,-133,0,6,6,41.16
19704,-11,1,6,7,8.91
19705,274,0,7,5,13.08
19706,-7,0,2,3,6.66
19707,18,0,6,1,0.58
19708,636,0,7,2,22.08
19709,268,0,2,3,5.33
19710,0,1,3,7,5.16
19711,15,0,7,7,11.66
19712,-55,0,1,5,1.91
19713,227,0,2,5,7.5
19714,136,0,4,7,9.5
19715,307,1,5,6,4.91
19716,-64,0,7,6,15.66
19717,-46,0,3,7,3.66
19718,227,0,2,6,3.83
19719,42,0,4,6,33
19720,549,0,7,4,17.5
19721,370,0,6,9,31.83
19722,-44,1,5,6,10.66
19723,49,0,3,7,23.25
19724,-38,1,2,2,0.75
19725,-52,0,4,6,30.33
19726,-3,0,2,7,10.16
19727,-26,0,4,5,14.08
19728,42,0,4,2,7.83
19729,73,0,3,4,23.66
19730,-30,0,7,4,26.25
19731,-62,0,1,3,5.33
19732,146,0,5,2,30.08
19733,133,0,4,6,1.75
19734,99,1,4,6,17.16
19735,548,0,5,6,30.08
19736,204,1,3,9,17
19737,-36,0,3,9,5.75
19738,378,0,7,4,18.83
19739,-12,0,3,7,16.58
19740,131,0,2,5,3.41
19741,194,0,5,7,10
19742,-24,0,2,3,7.41
19743,196,0,4,1,16.5
19744,1026,0,4,8,8.33
19745,-69,0,6,4,17.66
19746,19,0,3,5,10.58
19747,124,0,2,6,2
19748,87,0,4,3,5.16
19749,-107,0,7,6,18
19750,-42,0,7,1,13.08
19751,28,0,2,7,6.83
19752,31,1,2,9,7.83
19753,488,0,4,7,6.66
19754,643,0,6,2,9.25
19755,185,0,7,3,7.08
19756,357,0,3,8,13.66
19757,-154,0,6,4,4.58
19758,-17,0,3,7,8.66
19759,-72,0,7,2,4.91
19760,31,0,3,6,6.41
19761,-17,0,7,8,27.66
19762,102,0,5,7,7.33
19763,374,0,3,4,5.91
19764,-23,0,4,1,15.25
19765,110,0,7,7,10.91
19766,-77,0,6,7,15.91
19767,15,0,4,6,19.66
19768,-34,0,6,2,24.08
19769,37,0,4,9,18.41
19770,608,0,7,6,25.16
19771,129,0,2,4,6.08
19772,121,0,4,5,23.08
19773,-91,1,3,8,15.75
19774,-14,0,4,6,4.83
19775,50,0,2,5,2.08
19776,-45,0,6,4,27.08
19777,229,0,1,7,3.33
19778,0,1,4,4,15.5
19779,133,0,3,6,5.41
19780,122,0,7,7,10.75
19781,-15,0,3,7,1.91
19782,284,1,3,7,0.91
19783,129,0,2,4,7.58
19784,-132,0,3,6,14.66
19785,-27,0,4,3,5.58
19786,380,0,6,3,12.08
19787,-31,0,1,1,8
19788,62,0,5,8,21
19789,212,0,2,6,4.5
19790,-113,0,1,4,4.75
19791,499,0,6,7,30.66
19792,754,0,7,9,16.16
19793,165,0,5,5,19.75
19794,-32,0,3,6,10.08
19795,643,0,5,6,6.33
19796,-26,0,3,7,5.58
19797,-30,0,1,3,0.41
19798,674,0,7,3,2.75
19799,20,0,3,1,1.33
19800,-7,0,4,9,18.66
19801,-21,0,3,4,6.91
19802,533,0,3,7,3.33
19803,-74,0,3,3,5.25
19804,343,0,3,5,10.5
19805,-48,0,4,7,1.58
19806,177,0,2,8,3.83
19807,350,1,3,6,9.5
19808,486,0,6,5,23.25
19809,58,0,5,6,13.5
19810,-69,1,5,4,0.41
19811,24,0,7,6,4.41
19812,32,0,4,3,3.66
19813,-95,0,7,6,5.33
19814,5,0,5,4,5.58
19815,-73,0,6,5,35.58
19816,-2,0,7,2,24.08
19817,-54,0,7,7,22.16
19818,-4,0,4,3,8.58
19819,392,0,3,9,0.41
19820,677,0,5,2,6.66
19821,697,0,4,4,26.25
19822,69,0,4,4,14.25
19823,180,0,4,3,13.83
19824,-46,0,4,5,12.25
19825,-38,1,2,5,0.75
19826,-19,0,4,9,5.5
19827,312,0,7,3,7.83
19828,1895,0,4,6,24.66
19829,-5,0,4,6,4.5
19830,-26,0,4,6,1.66
19831,198,0,3,7,14.83
19832,72,0,4,6,27.66
19833,19,0,7,1,2.41
19834,83,0,4,5,4.58
19835,385,0,3,6,1.58
19836,-20,0,5,4,8.58
19837,154,0,4,3,26.33
19838,116,0,7,4,11.66
19839,-50,0,4,7,24.75
19840,182,0,2,9,13.5
19841,158,0,4,9,7.5
19842,192,0,7,4,31.5
19843,101,0,4,5,5.25
19844,95,1,3,7,8.5
19845,-41,0,2,6,3.66
19846,18,1,4,6,16.91
19847,583,0,4,8,23.75
19848,325,0,3,6,10.5
19849,-90,0,1,1,0.5
19850,71,0,4,7,1.5
19851,-192,0,5,8,6.83
19852,384,0,4,6,25.33
19853,299,0,3,7,3.83
19854,-11,0,2,1,5.91
19855,37,0,3,7,0.25
19856,428,1,3,9,10.5
19857,338,0,7,3,32
19858,-11,0,3,4,9.66
19859,31,0,4,5,7.33
19860,513,1,4,9,26.5
19861,-6,0,5,6,20.75
19862,1653,1,4,9,19.25
19863,847,0,4,3,7.41
19864,-33,0,4,1,10.41
19865,-31,0,5,7,16.08
19866,-133,1,6,6,20.58
19867,-81,0,4,6,5.33
19868,335,0,3,5,7.58
19869,-64,1,4,8,4.41
19870,249,0,3,7,21.58
19871,-32,0,3,7,7.58
19872,-34,0,5,3,11.83
19873,-24,0,2,3,4.75
19874,0,0,4,9,19.91
19875,-58,1,1,6,6.41
19876,54,0,4,4,3.58
19877,-143,0,3,1,3.16
19878,-31,0,3,6,5
19879,-28,0,4,7,0.5
19880,173,0,7,4,16.41
19881,208,0,7,3,24.33
19882,324,0,3,8,2.33
19883,0,0,2,6,0.83
19884,-109,0,2,7,3.41
19885,-193,1,2,5,12
19886,-26,0,2,4,3.25
19887,327,0,4,4,11.25
19888,-124,0,5,5,5
19889,495,0,3,6,6.08
19890,-50,0,2,4,6.5
19891,687,0,6,8,22.08
19892,-2,0,7,2,17.41
19893,-135,0,3,6,10.33
19894,15,0,4,5,2.66
19895,241,0,2,1,0.66
19896,533,0,7,3,17.58
19897,-34,0,1,6,1.66
19898,125,0,6,4,10.16
19899,-18,0,3,4,4
19900,110,0,6,6,5.91
19901,-84,1,5,6,9.33
19902,193,0,3,6,5.66
19903,50,0,3,7,5.83
19904,-8,1,2,3,3.75
19905,365,0,5,5,19.91
19906,-71,1,5,7,27.91
19907,239,0,7,9,6.41
19908,444,0,6,8,22.08
19909,711,0,4,7,4.58
19910,162,0,3,6,6.16
19911,-2,0,2,4,9
19912,269,0,4,4,11.33
19913,320,0,7,8,20.08
19914,1,0,2,8,5.83
19915,-64,0,3,5,7.5
19916,-62,0,3,2,8.41
19917,580,0,5,5,25
19918,99,0,3,9,5.16
19919,411,0,7,4,9
19920,-5,0,2,5,3.58
19921,-31,0,2,6,1
19922,-18,0,4,9,15.33
19923,614,0,3,1,2.91
19924,55,0,7,3,17.91
19925,-56,0,3,7,16.08
19926,119,0,4,8,1.5
19927,301,0,4,6,21.16
19928,321,0,4,7,7.58
19929,-91,0,7,5,0.66
19930,531,0,5,6,7.91
19931,229,0,4,9,8.75
19932,-10,0,7,1,2.5
19933,44,0,4,9,11.16
19934,844,0,7,6,15.16
19935,386,0,6,4,9.91
19936,-16,0,1,3,4.66
19937,335,0,3,6,0.5
19938,67,0,7,5,22.08
19939,467,1,4,5,6.66
19940,321,0,4,6,21.91
19941,146,0,4,5,19.58
19942,516,0,2,6,2.75
19943,-214,0,5,6,18.75
19944,-77,0,6,6,8.58
19945,-42,0,4,6,1
19946,-12,1,4,7,17.66
19947,-70,0,7,3,39.41
19948,-29,0,6,1,26
19949,242,0,3,6,10.25
19950,-112,0,4,6,3.75
19951,717,0,4,3,20.91
19952,-145,0,6,4,9.91
19953,6,0,5,9,5.91
19954,337,0,6,1,3.41
19955,254,0,4,8,12.83
19956,468,0,3,9,17.66
19957,186,1,4,9,11.75
19958,107,0,6,9,17
19959,56,0,5,6,5.83
19960,29,1,2,1,5
19961,190,0,4,3,11.91
19962,-42,0,7,6,15.83
19963,-1,0,5,3,15
19964,348,0,6,4,23.25
19965,29,0,7,6,7.16
19966,-28,0,5,6,9
19967,206,0,5,6,6.25
19968,-59,0,3,6,18.66
19969,188,0,7,6,14.83
19970,78,0,7,1,4.08
19971,-54,0,2,3,1.16
19972,82,1,4,1,4.33
19973,-31,1,5,5,14.16
19974,39,0,6,4,6.5
19975,910,1,3,6,12.83
19976,232,0,4,1,2.83
19977,13,0,4,2,2.91
19978,591,0,7,9,28.83
19979,41,0,2,6,5
19980,406,0,3,8,6.75
19981,-116,0,1,6,0.41
19982,-14,0,4,5,18.16
19983,17,0,5,1,7.25
19984,88,0,6,7,18.83
19985,396,0,1,1,1.91
19986,-11,1,4,5,4.41
19987,107,0,4,5,4
19988,-49,0,1,2,4
19989,-71,0,3,6,0.58
19990,-116,0,4,7,6
19991,325,0,6,1,6.91
19992,-56,0,7,2,15.58
19993,190,0,3,8,14.41
19994,520,0,3,1,14.58
19995,-39,0,5,6,7.33
19996,31,0,4,3,30.66
19997,146,1,3,6,2.5
19998,-123,0,5,6,33.83
19999,-35,0,4,7,2.66
20000,120,0,1,6,1.58
20001,75,0,4,9,8.5
20002,305,0,4,7,12.91
20003,617,1,3,3,7.33
20004,26,0,4,3,9.75
20005,-32,0,5,6,1.66
20006,-42,0,2,9,17.91
20007,162,0,6,8,7.5
20008,1062,0,5,9,5.33
20009,-46,0,4,6,7.58
20010,82,0,3,9,3.5
20011,199,0,3,9,7.91
20012,14,0,4,6,22.83
20013,383,0,6,3,17.91
20014,-88,1,2,6,7.91
20015,-81,1,4,6,2.16
20016,-156,0,6,1,10.83
20017,49,1,2,4,6.5
20018,-220,1,3,7,11.83
20019,132,0,3,3,1.83
20020,674,0,4,8,13
20021,-130,1,2,3,7.5
20022,-53,0,5,4,17.91
20023,60,0,3,5,4.75
20024,33,1,3,3,6
20025,-120,0,4,6,10.25
20026,123,0,7,7,20.41
20027,997,0,6,8,36.75
20028,15,0,5,6,29.16
20029,-32,0,4,7,1.5
20030,75,1,3,4,15.5
20031,262,0,6,5,5.5
20032,-23,0,2,6,10.08
20033,63,0,5,6,21.33
20034,417,0,4,6,14.91
20035,-3,0,4,6,29.33
20036,-109,1,1,7,1.25
20037,164,0,3,1,16.66
20038,58,1,3,6,19.5
20039,93,0,3,7,9.83
20040,243,0,3,6,19.08
20041,84,0,7,2,3.5
20042,274,0,4,1,2.25
20043,165,0,6,6,23.41
20044,646,0,4,7,5.16
20045,128,0,4,9,15.66
20046,571,0,5,9,3.75
20047,26,0,5,6,13
20048,128,1,2,6,2.66
20049,249,0,3,5,3.5
20050,-4,0,5,7,14.33
20051,601,0,6,6,27
20052,-48,0,2,3,6.5
20053,1077,0,7,6,20.33
20054,168,0,6,6,28.91
20055,-165,0,4,9,10.33
20056,-4,1,3,8,8.83
20057,95,0,7,8,12.83
20058,583,0,5,9,27.41
20059,36,0,7,2,21.16
20060,692,0,4,7,18.75
20061,-2,1,3,8,13.58
20062,-5,0,3,4,3.83
20063,129,0,2,7,1.91
20064,25,0,4,2,9.91
20065,488,0,6,6,11.58
20066,-3,1,3,3,2.16
20067,-1,0,2,3,8
20068,218,0,5,7,6.83
20069,26,0,4,9,0.75
20070,-7,0,3,5,5.16
20071,-5,0,1,5,1.5
20072,-154,0,5,6,12
20073,130,0,2,7,5.91
20074,-123,0,5,5,3.83
20075,-104,0,3,6,13.25
20076,-66,0,7,6,34.16
20077,95,0,4,7,30.33
20078,563,0,6,9,16.16
20079,210,0,5,7,0.75
20080,32,0,4,3,7.91
20081,-47,0,3,8,12.91
20082,62,1,5,8,4.58
20083,907,0,3,8,11.33
20084,23,0,3,5,5.75
20085,-21,0,3,1,3.83
20086,0,0,4,5,3.5
20087,-65,0,5,9,11
20088,114,0,4,8,8.91
20089,394,0,3,9,8.66
20090,56,0,6,5,27.16
20091,368,0,5,5,19.08
20092,-56,0,2,7,10.16
20093,2,0,3,8,0.5
20094,79,0,7,7,28.83
20095,-24,0,4,7,7.66
20096,349,1,2,9,8
20097,-28,0,4,9,7.58
20098,-44,0,5,1,7.41
20099,31,0,2,2,3.91
20100,345,0,6,7,19.08
20101,536,0,4,9,16.41
20102,373,0,2,3,0.66
20103,12,0,2,6,5.25
20104,21,1,3,7,8.75
20105,481,0,5,9,7.66
20106,261,0,7,9,22.41
20107,187,0,4,4,5.83
20108,24,0,3,6,6.16
20109,1330,0,4,5,23.41
20110,47,0,6,9,19.25
20111,1503,0,6,7,22.08
20112,211,0,3,6,6.66
20113,-170,0,2,7,6.83
20114,-32,0,2,2,6.16
20115,27,0,3,3,7.41
20116,280,1,3,6,14.25
20117,121,0,5,8,19.75
20118,-57,1,5,9,2.66
20119,117,0,4,9,8.25
20120,33,0,6,7,1.75
20121,-10,1,2,7,4.75
20122,642,0,3,9,9
20123,34,1,1,8,10.75
20124,-24,0,4,5,18.08
20125,13,0,5,8,4.66
20126,15,0,4,6,8.33
20127,82,0,5,5,18.5
20128,-48,0,7,9,14.41
20129,165,0,6,9,17.33
20130,233,0,7,9,40.08
20131,-101,0,3,3,8.75
20132,2023,0,4,5,23.33
20133,390,0,4,7,18.33
20134,-26,0,3,6,4.83
20135,201,0,6,3,3.41
20136,-98,0,4,6,2.33
20137,-47,1,3,8,8.58
20138,75,0,6,9,11.75
20139,-59,0,3,9,17.5
20140,-64,0,6,4,23.91
20141,147,1,3,8,4.25
20142,-9,0,7,8,8.41
20143,132,0,3,4,2.33
20144,-59,0,3,8,4.83
20145,-136,0,7,2,17.91
20146,10,0,5,5,8.41
20147,115,0,6,5,16.25
20148,-19,0,3,1,10.75
20149,-26,0,4,5,5.58
20150,573,0,7,1,15.75
20151,182,1,5,7,17.08
20152,-77,0,3,9,4.25
20153,-2,0,4,9,0.66
20154,1049,0,4,9,1.41
20155,486,1,4,6,17.5
20156,381,0,4,6,21.58
20157,-74,0,6,4,13.83
20158,984,0,3,8,3.75
20159,248,0,4,6,6.91
20160,-70,1,3,6,6.33
20161,43,0,4,9,26.75
20162,-65,0,7,2,38.25
20163,55,0,7,6,13.83
20164,9,1,2,7,5.25
20165,-4,0,3,7,2.91
20166,-113,0,6,3,6.41
20167,-62,0,4,6,20.91
20168,-95,0,6,4,21.75
20169,1357,0,4,8,2.41
20170,-25,0,2,9,1.08
20171,-2,0,5,4,7.33
20172,-118,0,4,6,1.5
20173,221,0,3,5,15.91
20174,-136,0,2,7,4.33
20175,-78,0,7,1,8.5
20176,-53,0,5,6,5.41
20177,155,0,6,8,9.41
20178,-154,0,2,8,5.75
20179,-2,0,4,1,11.08
20180,-72,1,3,7,4.5
20181,364,0,4,7,9.91
20182,105,0,3,4,10.41
20183,25,1,2,6,1.83
20184,373,0,3,4,18.58
20185,423,0,5,4,18.58
20186,355,0,6,7,12.66
20187,1354,0,6,6,3.16
20188,721,0,5,9,16.5
20189,322,0,6,6,6.58
20190,-14,1,7,5,5.83
20191,-8,0,4,9,1.16
20192,118,0,3,2,3.41
20193,494,0,4,7,17.08
20194,229,0,7,1,16.08
20195,-9,0,7,3,26
20196,62,0,3,1,9
20197,73,0,2,7,13.41
20198,-36,0,3,8,5.08
20199,-85,0,4,6,10.08
20200,-188,0,7,4,20
20201,-4,1,6,3,2.41
20202,528,0,6,5,13.75
20203,-24,0,3,6,7.91
20204,-81,1,3,7,3.25
20205,2,0,5,7,2.41
20206,217,1,4,7,5.58
20207,310,0,5,5,31.5
20208,94,0,6,6,5
20209,-3,0,5,5,8.83
20210,-43,0,3,6,6.75
20211,419,0,3,9,13.16
20212,260,0,3,9,19
20213,721,0,2,9,5.91
20214,-49,0,6,9,30.58
20215,81,0,4,3,12.25
20216,-61,0,2,6,4.25
20217,16,0,4,6,1.75
20218,964,0,6,9,26.5
20219,16,0,2,9,3.5
20220,-57,0,6,1,17
20221,272,1,3,6,8.5
20222,48,0,4,6,15.75
20223,-89,0,6,6,7.25
20224,-12,1,3,8,4.5
20225,-76,0,6,3,11.25
20226,114,0,3,8,24.75
20227,-82,0,2,6,13.33
20228,-115,0,5,6,30.08
20229,550,0,6,4,20
20230,32,0,5,6,15.25
20231,228,0,2,3,7.25
20232,159,0,7,5,25.58
20233,210,0,5,6,6.5
20234,39,0,4,8,14.25
20235,493,0,7,7,11.58
20236,216,0,7,4,22.91
20237,-52,0,4,3,7.08
20238,-35,0,4,7,25.58
20239,469,0,3,4,14.91
20240,-26,0,5,5,0.25
20241,104,0,2,1,4.83
20242,90,0,4,8,5.91
20243,102,0,7,2,20.16
20244,-159,1,2,5,3.75
20245,-53,0,2,6,5.83
20246,143,0,7,6,9
20247,239,0,3,7,24.08
20248,455,0,3,5,2.08
20249,113,0,4,6,3.58
20250,711,0,6,4,30.08
20251,-163,0,3,6,8.91
20252,-31,0,1,1,3.91
20253,-31,0,4,9,6.5
20254,-88,0,5,9,8.58
20255,-46,0,4,5,5.91
20256,-52,1,3,6,0.33
20257,-73,0,4,5,10.58
20258,-81,0,4,7,17.66
20259,327,0,4,4,7.33
20260,920,1,4,9,18.91
20261,38,0,2,3,10.58
20262,1373,0,4,9,2.58
20263,356,0,4,9,13.66
20264,15,0,3,6,16.08
20265,-22,1,2,9,6.91
20266,-23,0,7,4,32.58
20267,69,0,5,5,3.58
20268,-33,0,3,5,6.08
20269,299,0,7,7,2.41
20270,10,0,7,4,22.08
20271,29,0,4,8,22.25
20272,-106,0,2,9,10.83
20273,-75,1,4,5,13.83
20274,456,0,3,6,7.25
20275,22,0,4,6,2.41
20276,-35,1,2,7,5.33
20277,46,1,5,8,21.91
20278,115,0,2,1,5.41
20279,24,0,7,5,5.75
20280,-60,0,3,1,3.33
20281,729,0,7,1,30.08
20282,-24,0,3,6,6.25
20283,-39,0,5,6,3.75
20284,119,0,3,6,3.08
20285,-23,0,4,9,3.58
20286,173,0,4,9,10.41
20287,0,0,3,5,5.41
20288,-39,0,4,9,5
20289,-72,0,5,5,4.08
20290,-45,0,6,5,6.83
20291,-60,0,6,4,29.41
20292,-131,0,4,6,10.33
20293,120,0,4,1,6.16
20294,21,0,7,5,18.5
20295,-7,1,2,6,6.58
20296,301,0,4,7,23.58
20297,1101,0,7,7,22.33
20298,55,0,3,6,17.08
20299,-8,0,3,1,14.41
20300,345,0,4,5,5.08
20301,-48,0,3,3,6.75
20302,-66,0,5,5,15.16
20303,511,0,7,1,10.58
20304,-1,0,3,7,9.58
20305,-101,1,4,1,0.5
20306,360,0,7,3,19.58
20307,200,0,3,9,14.25
20308,-9,0,4,5,15
20309,372,0,7,7,33.5
20310,113,0,3,9,2.5
20311,122,0,4,3,4
20312,-26,0,7,8,11.58
20313,-40,0,3,4,7.16
20314,98,0,4,1,1.58
20315,-119,0,3,1,2.83
20316,-70,0,3,4,5
20317,300,0,5,6,20.91
20318,-23,0,5,7,13.33
20319,-16,0,6,3,4.33
20320,-27,0,5,6,8.5
20321,-102,0,6,9,12.75
20322,-139,1,2,8,10.58
20323,136,0,4,6,24.33
20324,83,0,7,5,16
20325,48,0,2,1,1.16
20326,1502,0,5,9,23.58
20327,369,0,3,6,3.41
20328,-100,0,4,1,18.75
20329,11,0,4,1,7.58
20330,49,0,3,4,7.33
20331,-92,0,5,9,9.33
20332,10,0,2,3,1.75
20333,152,0,5,1,3.83
20334,316,0,4,9,14.58
20335,257,0,7,3,8.66
20336,-5,0,2,1,1.5
20337,-56,1,5,4,8.83
20338,-4,0,3,3,6.75
20339,86,0,4,6,6.08
20340,-94,1,7,9,11.91
20341,-43,0,3,6,15.83
20342,-9,0,2,5,7.25
20343,133,0,2,9,1.33
20344,780,1,3,5,17.5
20345,-106,0,3,6,6.08
20346,227,0,6,6,3.83
20347,1063,1,5,7,19.25
20348,460,0,3,7,15.33
20349,323,0,4,9,21.58
20350,14,1,2,5,2.5
20351,243,1,3,8,10.66
20352,13,0,3,7,0.5
20353,361,0,4,4,8.33
20354,174,0,4,9,24.5
20355,176,0,4,5,17
20356,-64,0,4,7,12.08
20357,253,0,4,7,10.58
20358,-73,0,2,5,1.75
20359,-28,0,4,7,3.66
20360,541,0,4,6,5.83
20361,-17,0,7,3,1.5
20362,584,0,2,7,4.58
20363,300,0,6,6,16.58
20364,89,0,5,3,1.91
20365,-42,0,3,6,9.75
20366,141,0,5,5,9.75
20367,492,0,2,6,2.25
20368,239,0,5,7,27.66
20369,-25,0,1,4,22
20370,813,0,7,3,23.25
20371,78,0,3,5,7.25
20372,-85,0,7,9,19.83
20373,-6,0,2,4,4.25
20374,100,0,2,6,5.91
20375,-58,0,7,7,6.58
20376,5,1,2,9,7.66
20377,378,1,3,7,6.5
20378,-2,0,2,3,4.33
20379,105,1,2,5,4.41
20380,135,0,4,6,3.33
20381,281,0,7,7,19.08
20382,-9,0,6,9,24.08
20383,-33,0,4,8,11.83
